 465,3,269,513 
 465,3,269,512 
 471,2,263,513 
 476,2,254,511 
 476,2,254,511 
 479,7,250,508 
 484,12,238,507 
 487,17,235,508 
 490,20,230,508 
 492,27,226,504 
 495,31,219,502 
 501,40,213,497 
 501,47,213,490 
 504,52,208,488 
 507,58,203,482 
 507,64,203,476 
 512,67,196,471 
 515,75,190,462 
 519,79,187,460 
 522,84,182,454 
 522,84,185,454 
 532,87,174,451 
 534,94,173,444 
 540,102,167,436 
 539,102,172,436 
 547,105,162,430 
 549,109,159,429 
 554,114,160,424 
 556,118,157,421 
 559,122,153,416 
 562,122,153,417 
 562,122,153,417 
 566,129,148,410 
 569,129,145,410 
 572,129,145,410 
 572,129,145,410 
 575,133,143,407 
 575,133,142,407 
 581,132,134,408 
 581,132,134,408 
 581,131,137,409 
 581,131,137,409 
 581,131,137,409 
 581,131,137,409 
 583,133,137,401 
 582,133,138,396 
 581,133,139,393 
 583,131,138,390 
 584,131,137,388 
 581,131,140,380 
 581,131,140,378 
 578,130,140,377 
 580,130,138,370 
 578,130,140,364 
 576,130,142,362 
 573,130,143,359 
 571,130,145,357 
 569,130,147,354 
 568,130,148,347 
 566,130,149,349 
 565,130,147,342 
 563,130,149,341 
 562,130,150,338 
 559,130,153,333 
 557,130,155,331 
 557,130,155,330 
 556,130,156,324 
 557,130,155,322 
 554,130,155,322 
 554,135,155,311 
 554,135,155,311 
 554,138,157,302 
 554,138,157,302 
 554,138,157,302 
 554,138,157,301 
 554,147,157,286 
 554,147,157,286 
 554,147,157,286 
 551,150,163,283 
 551,150,163,283 
 550,153,166,278 
 549,159,169,269 
 549,159,169,269 
 548,157,172,274 
 548,161,172,265 
 548,161,172,265 
 551,165,170,259 
 550,171,171,250 
 550,171,171,250 
 550,171,171,250 
 550,175,171,241 
 550,175,171,241 
 550,175,171,241 
 550,182,171,230 
 550,182,171,230 
 550,182,171,230 
 550,182,171,230 
 550,184,171,223 
 550,184,171,223 
 550,186,171,221 
