465,3,269,513
465,3,269,512
466,2,263,513
469,2,254,511
472,2,254,511
476,4,250,508
481,7,238,507
485,12,235,508
489,17,230,508
492,23,226,504
495,28,219,502
499,36,213,497
502,43,213,490
504,50,208,488
507,57,203,482
508,63,203,476
511,68,196,471
514,74,190,462
518,79,187,460
521,84,182,454
523,87,185,454
528,89,174,451
533,93,173,444
538,99,167,436
540,103,172,436
545,106,162,430
549,109,159,429
553,113,160,424
556,117,157,421
559,121,153,416
562,124,153,417
564,124,153,417
566,128,148,410
569,130,145,410
571,131,145,410
573,131,145,410
575,132,143,407
576,133,142,407
579,133,134,408
581,133,134,408
582,132,137,409
582,132,137,409
582,131,137,409
582,131,137,409
583,131,137,401
582,132,138,396
582,132,139,393
582,132,138,390
583,131,137,388
582,131,140,380
581,131,140,378
579,130,140,377
579,130,138,370
578,129,140,364
577,129,142,362
574,129,143,359
572,129,145,357
569,129,147,354
568,129,148,347
566,129,149,349
564,129,147,342
562,129,149,341
561,129,150,338
559,129,153,333
557,130,155,331
556,130,155,330
555,130,156,324
555,130,155,322
554,130,155,322
553,132,155,311
553,133,155,311
553,136,157,302
553,137,157,302
553,138,157,302
553,138,157,301
553,143,157,286
553,145,157,286
553,147,157,286
552,149,163,283
551,150,163,283
550,152,166,278
549,156,169,269
548,159,169,269
548,159,172,274
547,161,172,265
547,162,172,265
548,164,170,259
549,168,171,250
549,170,171,250
549,172,171,250
550,174,171,241
550,176,171,241
550,176,171,241
550,179,171,230
550,182,171,230
550,183,171,230
550,183,171,230
550,184,171,223
550,185,171,223
550,186,171,221
