160,463,70,168
160,463,70,168
160,463,70,168
161,464,70,168
162,464,70,168
164,463,70,168
166,463,70,168
169,463,70,168
169,463,70,168
172,462,70,168
176,462,70,168
179,462,70,168
183,462,70,168
187,461,70,168
187,461,70,168
190,462,70,168
195,461,70,168
199,461,70,168
204,460,70,168
210,459,70,168
210,459,70,168
215,459,70,168
225,457,70,168
233,456,70,168
241,456,70,168
249,455,70,168
261,450,70,168
269,450,70,168
268,453,70,168
274,454,70,168
281,453,70,168
287,454,70,168
287,454,70,168
292,454,70,168
299,454,70,168
304,455,70,168
309,456,70,168
314,458,70,168
314,458,70,168
319,463,70,168
324,466,70,168
328,466,70,168
332,467,70,168
336,470,70,168
335,478,70,168
339,475,70,168
342,470,70,168
345,470,70,168
347,466,70,168
349,463,70,168
349,463,70,168
352,464,70,168
354,463,70,168
355,460,70,168
355,458,70,168
354,454,70,168
354,454,70,168
352,449,70,168
350,440,70,168
349,434,70,168
348,429,70,168
347,423,70,168
347,423,70,168
345,420,70,168
343,412,70,168
341,411,70,156
341,405,70,168
339,408,70,168
339,408,70,168
339,408,70,168
340,408,70,168
340,409,70,168
340,409,70,168
343,409,70,168
343,409,70,168
342,409,70,168
336,415,70,168
328,426,70,168
324,434,70,168
324,431,70,168
324,431,70,168
324,427,70,168
322,424,70,168
321,421,70,168
320,416,70,168
319,412,70,168
319,412,70,168
317,411,70,168
315,410,70,168
314,409,70,168
314,409,70,168
315,409,70,168
315,409,70,168
315,409,70,168
315,410,70,168
316,410,70,168
318,411,70,168
321,410,70,168
321,410,70,168
325,409,70,168
