747,243,81,204
746,243,78,200
744,242,76,204
741,241,72,204
739,239,71,204
734,239,72,208
728,242,75,207
721,244,75,207
715,245,75,207
709,248,75,203
706,251,76,203
703,250,75,203
700,248,78,203
698,246,79,203
698,243,80,203
699,241,81,203
700,239,83,203
702,239,81,203
706,238,79,203
713,240,75,203
720,242,74,203
730,243,71,203
736,243,71,203
744,244,70,203
753,244,67,203
761,244,67,203
767,243,70,207
771,245,71,203
773,246,71,203
776,247,72,203
777,248,76,203
778,245,77,203
779,241,77,202
778,238,77,198
776,237,77,198
775,232,78,198
774,229,78,198
773,227,78,198
773,227,76,198
774,228,76,198
775,230,74,198
776,230,71,202
777,230,65,202
778,230,60,202
777,232,60,202
773,234,60,198
770,236,60,198
766,237,61,198
759,237,68,198
749,237,74,198
740,237,75,198
730,238,75,194
725,239,75,194
718,239,77,194
710,242,77,190
702,244,77,190
697,243,75,190
695,242,70,190
695,242,70,190
697,242,67,187
698,244,63,187
700,246,59,187
704,245,51,187
706,244,49,187
707,243,49,187
706,243,49,187
703,243,49,187
697,246,60,180
693,249,65,176
688,252,67,176
686,254,67,176
684,258,66,176
680,263,67,176
677,269,69,172
676,273,66,172
673,277,69,169
672,279,69,169
672,281,68,166
670,282,67,166
669,282,64,169
668,279,60,165
666,277,57,168
666,275,55,168
666,272,49,164
667,268,45,164
667,262,46,164
664,256,48,164
660,251,60,161
657,247,60,161
655,245,65,158
652,243,67,158
648,243,66,155
642,241,69,158
636,239,65,158
633,238,65,155
630,238,64,155
628,241,62,152
628,243,60,155
630,245,58,155
634,245,51,155
