 173,294,121,190 
 175,294,117,189 
 173,294,118,192 
 172,296,118,190 
 172,295,118,190 
 171,295,120,190 
 173,295,118,190 
 171,296,119,189 
 171,295,119,191 
 169,296,120,189 
 171,294,119,189 
 173,295,119,189 
 172,295,119,191 
 172,294,118,191 
 174,294,119,192 
 175,294,118,189 
 175,292,117,189 
 177,292,117,190 
 178,289,118,191 
 181,287,117,191 
 184,286,118,192 
 185,287,118,192 
 185,287,118,192 
 186,289,116,190 
 186,288,116,193 
 184,288,118,192 
 184,288,116,193 
 184,291,115,191 
 183,290,116,191 
 183,290,116,192 
 184,291,116,191 
 184,292,116,191 
 182,292,116,191 
 183,295,114,189 
 182,294,116,189 
 177,293,121,191 
 180,292,126,191 
 183,290,128,194 
 188,289,133,193 
 192,286,137,185 
 222,287,117,180 
 235,287,109,186 
 251,290,96,186 
 257,291,100,190 
 263,292,121,194 
 278,292,108,195 
 285,289,104,195 
 294,287,98,181 
 313,285,89,173 
 334,286,77,175 
 345,283,76,178 
 344,283,90,181 
 353,281,92,186 
 359,280,100,186 
 369,280,106,177 
 368,276,115,193 
 407,277,85,159 
 427,277,73,173 
 419,276,91,174 
 434,274,88,182 
 446,272,83,184 
 457,272,81,175 
 465,271,81,161 
 478,271,70,159 
 501,270,56,165 
 509,271,54,164 
 511,268,60,168 
 512,264,68,174 
 509,264,80,171 
 519,263,76,164 
 530,262,73,142 
 545,262,61,128 
 551,263,57,159 
 551,264,60,148 
 554,262,60,158 
 556,260,62,147 
 559,256,63,165 
 561,257,62,149 
 568,258,51,133 
 573,261,46,142 
 575,262,46,142 
 575,260,43,160 
 572,259,45,155 
 572,259,42,154 
 572,259,43,153 
 568,261,48,129 
 561,262,53,126 
 565,264,50,122 
 560,263,50,120 
 558,262,54,154 
 559,262,51,153 
 558,261,52,147 
 559,262,49,143 
 559,262,48,139 
 566,263,42,132 
 567,265,36,114 
 568,264,32,111 
 566,261,31,133 
 564,258,29,132 
 562,259,28,133 
