240,25,110,315
239,25,121,315
237,25,121,315
232,25,121,315
227,25,121,315
223,23,121,309
221,24,121,303
220,24,121,303
219,24,114,303
219,24,116,303
219,24,116,303
220,26,121,297
221,27,123,297
223,27,126,297
223,25,129,297
224,23,129,297
224,22,129,297
222,23,140,291
223,23,140,291
224,24,137,291
225,24,137,291
225,24,137,291
226,25,137,291
225,26,131,285
225,28,125,279
225,30,120,279
226,31,111,279
227,31,104,279
227,31,104,279
232,34,83,279
237,36,75,279
242,37,75,279
239,37,88,279
235,38,95,279
231,36,95,284
229,35,101,284
229,34,103,284
230,34,105,284
230,35,105,278
233,36,105,278
234,36,105,278
238,36,101,278
242,34,99,278
245,32,91,278
247,32,87,272
248,33,87,272
248,33,87,272
247,33,75,272
247,33,75,272
246,33,69,272
242,33,78,272
236,34,91,272
231,34,91,272
223,32,111,267
216,31,118,267
211,32,123,262
208,34,121,257
208,34,124,262
208,35,124,262
211,35,124,262
214,31,124,267
215,29,124,267
219,27,119,267
223,24,116,267
226,22,116,267
228,21,111,267
229,20,109,267
229,20,102,266
229,21,98,266
228,21,92,266
227,22,92,266
226,22,80,266
225,22,82,266
223,22,89,266
219,23,98,266
213,23,112,266
209,23,112,266
203,25,128,266
199,27,131,266
196,28,136,266
195,30,141,261
197,32,141,261
198,32,141,261
203,33,138,261
208,33,138,261
212,34,138,256
215,35,138,256
218,35,138,256
220,35,138,256
221,35,140,256
220,35,143,256
221,35,143,256
222,36,140,251
224,36,140,256
224,32,140,261
225,30,137,261
227,30,132,251
229,31,132,251
230,30,124,256
234,29,108,256
