 240,25,110,315 
 230,25,121,315 
 230,25,121,315 
 223,25,121,315 
 223,25,121,315 
 223,22,121,309 
 223,25,121,303 
 223,25,121,303 
 222,25,114,303 
 221,25,116,303 
 221,25,116,303 
 223,28,121,297 
 224,28,123,297 
 225,28,126,297 
 224,22,129,297 
 224,22,129,297 
 224,22,129,297 
 221,25,140,291 
 224,25,140,291 
 226,25,137,291 
 226,25,137,291 
 226,25,137,291 
 226,25,137,291 
 224,28,131,285 
 225,31,125,279 
 225,31,120,279 
 227,31,111,279 
 228,31,104,279 
 228,31,104,279 
 238,37,83,279 
 242,37,75,279 
 244,37,75,279 
 233,37,88,279 
 228,37,95,279 
 228,34,95,284 
 228,34,101,284 
 231,34,103,284 
 232,34,105,284 
 232,37,105,278 
 236,37,105,278 
 236,37,105,278 
 242,37,101,278 
 245,31,99,278 
 247,31,91,278 
 247,34,87,272 
 247,34,87,272 
 247,34,87,272 
 245,34,75,272 
 245,34,75,272 
 245,34,69,272 
 239,34,78,272 
 229,34,91,272 
 229,34,91,272 
 217,31,111,267 
 214,31,118,267 
 211,34,123,262 
 212,37,121,257 
 213,35,124,262 
 213,35,124,262 
 218,35,124,262 
 218,27,124,267 
 218,27,124,267 
 223,27,119,267 
 227,22,116,267 
 227,22,116,267 
 229,22,111,267 
 228,22,109,267 
 227,23,102,266 
 227,23,98,266 
 226,23,92,266 
 226,23,92,266 
 225,23,80,266 
 224,23,82,266 
 222,23,89,266 
 217,23,98,266 
 208,23,112,266 
 208,23,112,266 
 200,29,128,266 
 199,29,131,266 
 199,29,136,266 
 199,32,141,261 
 202,32,141,261 
 202,32,141,261 
 210,32,138,261 
 213,32,138,261 
 216,35,138,256 
 216,35,138,256 
 219,35,138,256 
 219,35,138,256 
 219,35,140,256 
 218,35,143,256 
 221,35,143,256 
 223,38,140,251 
 224,36,140,256 
 224,28,140,261 
 226,28,137,261 
 229,33,132,251 
 229,33,132,251 
 230,30,124,256 
 238,30,108,256 
